표준코드,ticker,한글종목명,name,start_date,기초지수명,지수산출기관,기초자산분류
KR7449690007,449690,미래에셋 TIGER 한중반도체증권상장지수투자신탁(주식-파생형)(합성),TIGER 한중반도체(합성),2022/12/22,KRX CSI 한·중 반도체지수,KRX,주식
KR7449680008,449680,미래에셋 TIGER 한중전기차증권상장지수투자신탁(주식-파생형)(합성),TIGER 한중전기차(합성),2022/12/22,KRX CSI 한·중 전기차지수,KRX,주식
KR7143860005,143860,미래에셋 TIGER 헬스케어 증권상장지수투자신탁(주식),TIGER 헬스케어,2011/07/18,KRX 헬스케어,KRX,주식
KR7138540000,138540,미래에셋 TIGER 현대차그룹+ 증권상장지수투자신탁(주식),TIGER 현대차그룹+펀더멘털,2011/03/10,MKF 현대차그룹+ FW,FnGuide,주식
KR7228790002,228790,미래에셋 TIGER 화장품 증권상장지수투자신탁(주식),TIGER 화장품,2015/10/07,WISE 화장품 지수,WiseFn,주식
KR7394670004,394670,미래에셋 TIGER글로벌리튬&2차전지SOLACTIVE증권상장지수투자신탁(주식-파생형)(합성),TIGER 글로벌리튬&2차전지SOLACTIVE(합성),2021/07/20,Solactive Global Lithium 지수(Net Total Return),Solactive,주식
KR7394660005,394660,미래에셋 TIGER글로벌자율주행&전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),TIGER 글로벌자율주행&전기차SOLACTIVE,2021/07/20,Solactive Autonomous & Electric Vehicles 지수(Net Total Return),Solactive,주식
KR7276000007,276000,미래에셋 TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성H),TIGER 글로벌자원생산기업(합성 H),2017/08/01,MorningStar Global Upstream Resources Index(PR),MorningStar,주식
KR7449170000,449170,미래에셋TIGER KOFR금리액티브증권상장지수투자신탁(채권혼합-파생형)(합성),TIGER KOFR금리액티브(합성),2022/11/30,KOFR 지수,한국예탁결제원,기타
KR7139260004,139260,미래에셋TIGER200IT증권상장지수투자신탁(주식),TIGER 200 IT,2011/04/06,코스피 200 정보기술,KRX,주식
KR7139220008,139220,미래에셋TIGER200건설증권상장지수투자신탁(주식),TIGER 200 건설,2011/04/06,코스피 200 건설,KRX,주식
KR7139290001,139290,미래에셋TIGER200경기소비재증권상장지수투자신탁(주식),TIGER 200 경기소비재,2011/04/06,코스피 200 경기소비재,KRX,주식
KR7139270003,139270,미래에셋TIGER200금융증권상장지수투자신탁(주식),TIGER 200 금융,2011/04/06,코스피 200 금융,KRX,주식
KR7139250005,139250,미래에셋TIGER200에너지화학증권상장지수투자신탁(주식),TIGER 200 에너지화학,2011/04/06,코스피 200 에너지/화학,KRX,주식
KR7139230007,139230,미래에셋TIGER200중공업증권상장지수투자신탁(주식),TIGER 200 중공업,2011/04/06,코스피 200 중공업,KRX,주식
KR7139240006,139240,미래에셋TIGER200철강소재증권상장지수투자신탁(주식),TIGER 200 철강소재,2011/04/06,코스피 200 철강/소재,KRX,주식
KR7228820007,228820,미래에셋TIGERKTOP30증권상장지수투자신탁(주식),TIGER KTOP30,2015/10/14,KTOP 30,KRX,주식
KR7225060003,225060,미래에셋TIGERMSCIEM레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),TIGER 이머징마켓MSCI레버리지(합성 H),2015/07/29,MSCI EM Index,MSCI,주식
KR7182480004,182480,미래에셋TIGERMSCIUS리츠부동산상장지수투자신탁(파생형)(합성 H),TIGER 미국MSCI리츠(합성 H),2013/10/10,MSCI US REIT Index,MSCI,부동산
KR7225040005,225040,미래에셋TIGERS&P500레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),TIGER 미국S&P500레버리지(합성 H),2015/07/29,S&P 500,S&P,주식
KR7225030006,225030,미래에셋TIGERS&P500인버스선물증권상장지수투자신탁(주식-파생형)(H),TIGER 미국S&P500선물인버스(H),2015/07/29,S&P 500 Futures Total Return Index,S&P,주식
KR7203780002,203780,미래에셋TIGER나스닥바이오증권상장지수투자신탁(주식),TIGER 미국나스닥바이오,2014/08/27,NASDAQ Biotechnology 지수(시장가격지수),NASDAQ,주식
KR7182490003,182490,미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성 H),TIGER 단기선진하이일드(합성 H),2014/03/24,Markit iBoxx USD Liquid High Yield 0-5 year 지수,Markit,채권
KR7174350009,174350,미래에셋TIGER로우볼증권상장지수투자신탁(주식),TIGER 로우볼,2013/06/20,FnGuide Low Vol 지수,FnGuide,주식
KR7275980001,275980,미래에셋TIGER모닝스타글로벌4차산업혁신기술증권상장지수투자신탁(주식-파생형)합성H,TIGER 글로벌4차산업혁신기술(합성 H),2017/08/01,MorningStar Exponential Technologies Index(PR),MorningStar,주식
KR7211560008,211560,미래에셋TIGER배당성장증권상장지수투자신탁(주식),TIGER 배당성장,2014/12/17,코스피 배당성장 50,KRX,주식
KR7217770007,217770,미래에셋TIGER원유인버스선물특별자산상장지수투자신탁(원유-파생형)(H),TIGER 원유선물인버스(H),2015/04/29,S&P GSCI Crude Oil Index ER,S&P,원자재
KR7225050004,225050,미래에셋TIGER유로스탁스50레버리지증권상장지수투자신탁(주식혼합-파생형)(합성 H),TIGER 유로스탁스레버리지(합성 H),2015/07/29,EURO STOXX 50 Index,STOXX,주식
KR7195930003,195930,미래에셋TIGER유로스탁스50증권상장지수투자신탁(주식-파생형)(합성 H),TIGER 유로스탁스50(합성 H),2014/04/30,EURO STOXX 50 Index,STOXX,주식
KR7195920004,195920,미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성 H),TIGER 일본TOPIX(합성 H),2014/04/30,TOPIX,TSE(Tokyo Stock Exchange),주식
KR7192090009,192090,미래에셋TIGER차이나A300증권상장지수자투자신탁(주식-파생형),TIGER 차이나CSI300,2014/02/17,CSI 300 Index,CSI,주식
KR7204480008,204480,미래에셋TIGER차이나A레버리지증권상장지수투자신탁(주식혼합-파생재간접형)(합성),TIGER 차이나CSI300레버리지(합성),2014/09/01,CSI 300 Index,CSI,주식
KR7217780006,217780,미래에셋TIGER차이나A인버스증권상장지수투자신탁(채권혼합-파생형)(합성),TIGER 차이나CSI300인버스(합성),2015/06/10,CSI 300 Index,CSI,주식
KR7210780003,210780,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식),TIGER 코스피고배당,2014/12/05,코스피 고배당 50,KRX,주식
KR7423920008,423920,미래에셋TIGER필라델피아반도체레버리지증권상장지수투자신탁(주식혼합-파생형)(합성),TIGER 미국필라델피아반도체레버리지(합성),2022/04/19,PHLX Semiconductor Sector Index,NASDAQ,주식
KR7448570002,448570,브이아이 FOCUS AI코리아액티브증권상장지수투자신탁[주식],FOCUS AI코리아액티브,2022/11/15,코스피,KRX,주식
KR7285690004,285690,브이아이 FOCUS ESG Leaders150증권상장지수투자신탁[주식],FOCUS ESG리더스,2017/12/13,KRX ESG Leaders 150,KRX,주식
KR7292730009,292730,브이아이 FOCUS KRX300증권상장지수투자신탁[주식],FOCUS KRX300,2018/03/26,KRX 300,KRX,주식
KR7402520001,402520,브이아이 FOCUS 혁신기업액티브증권상장지수투자신탁[주식],FOCUS 혁신기업액티브,2021/09/30,코스피,KRX,주식
KR7278530001,278530,삼성 KODEX 200 Total Return증권상장지수투자신탁[주식],KODEX 200TR,2017/11/21,코스피 200 TR,KRX,주식
KR7226980001,226980,삼성 KODEX 200 중소형 증권상장지수투자신탁(주식),KODEX 200 중소형,2015/09/01,코스피 200 중소형주지수,KRX,주식
KR7337160006,337160,삼성 KODEX 200ESG증권상장지수투자신탁[주식],KODEX 200ESG,2019/11/14,코스피 200 ESG 지수,KRX,주식
KR7363580002,363580,삼성 KODEX 200IT Total Return증권상장지수투자신탁[주식],KODEX 200IT TR,2020/09/25,코스피200 정보기술 TR,KRX,주식
KR7337150007,337150,삼성 KODEX 200exTOP증권상장지수투자신탁[주식],KODEX 200exTOP,2019/11/14,코스피 200 초대형제외 지수,KRX,주식
KR7223190000,223190,삼성 KODEX 200가치저변동증권상장지수투자신탁[주식],KODEX 200가치저변동,2015/06/26,코스피 200 가치저변동성,KRX,주식
KR7237350004,237350,삼성 KODEX 200대형증권상장지수투자신탁(주식),KODEX 코스피100,2016/01/27,코스피 100,KRX,주식
KR7252650007,252650,삼성 KODEX 200동일가중증권상장지수투자신탁[주식],KODEX 200동일가중,2016/09/20,코스피 200 동일가중지수,KRX,주식
KR7360140008,360140,삼성 KODEX 200롱코스닥150숏선물증권상장지수투자신탁[주식-파생형],KODEX 200롱코스닥150숏선물,2020/08/21,코스피200 롱 100% 코스닥150 숏 100% 선물지수,KRX,주식
KR7252670005,252670,삼성 KODEX 200선물인버스2X증권상장지수투자신탁(주식-파생형),KODEX 200선물인버스2X,2016/09/22,코스피 200 선물지수,KRX,주식
KR7448310003,448310,삼성 KODEX 23-12 국고채액티브증권상장지수투자신탁[채권],KODEX 23-12 국고채액티브,2022/11/22,KAP 23-12 국고채 총수익지수,한국자산평가(KAP),채권
KR7448320002,448320,삼성 KODEX 23-12 은행채(AA+이상)액티브증권상장지수투자신탁[채권],KODEX 23-12 은행채(AA+이상)액티브,2022/11/22,KAP 23-12 은행채 총수익지수,한국자산평가(KAP),채권
KR7305720005,305720,삼성 KODEX 2차전지산업증권상장지수투자신탁[주식],KODEX 2차전지산업,2018/09/12,FnGuide 2차전지 산업 지수,FnGuide,주식
KR7271060006,271060,삼성 KODEX 3대농산물선물특별자산상장지수투자신탁[농산물-파생형](H),KODEX 3대농산물선물(H),2017/06/13,S&P GSCI Grains Select Index ER,S&P,원자재
KR7439860008,439860,삼성 KODEX ESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],KODEX ESG종합채권(A-이상)액티브,2022/08/23,"KAP ESG 종합채권지수(A- 이상, 총수익)",한국자산평가(KAP),채권
KR7368680005,368680,삼성 KODEX Fn K-뉴딜디지털플러스증권상장지수투자신탁[주식],KODEX Fn K-뉴딜디지털플러스,2020/11/10,FnGuide K-뉴딜 디지털 플러스 지수,FnGuide,주식
KR7395170004,395170,삼성 KODEX Fn Top10동일가중증권상장지수투자신탁[주식],KODEX Fn Top10동일가중,2021/07/30,FnGuide TOP10 동일가중 지수,FnGuide,주식
KR7337120000,337120,삼성 KODEX Fn멀티팩터증권상장지수투자신탁[주식],KODEX Fn멀티팩터,2019/11/14,FnGuide 멀티팩터 지수,FnGuide,주식
KR7325010007,325010,삼성 KODEX Fn성장증권상장지수투자신탁[주식형],KODEX Fn성장,2019/05/31,FnGuide 성장 지수(PR),FnGuide,주식
KR7395160005,395160,삼성 KODEX Fn시스템반도체증권상장지수투자신탁[주식],KODEX Fn시스템반도체,2021/07/30,FnGuide 시스템반도체 지수,FnGuide,주식
KR7395150006,395150,삼성 KODEX Fn웹툰&드라마증권상장지수투자신탁[주식],KODEX Fn웹툰&드라마,2021/07/30,FnGuide 웹툰&드라마 지수,FnGuide,주식
KR7266370006,266370,삼성 KODEX IT증권상장지수투자신탁(주식),KODEX IT,2017/03/28,KRX 정보기술,KRX,주식
KR7101280006,101280,삼성 KODEX Japan 증권상장지수투자신탁[주식],KODEX 일본TOPIX100,2008/02/20,TOPIX100,TSE(Tokyo Stock Exchange),주식
KR7445290000,445290,삼성 KODEX K-로봇액티브증권상장지수투자신탁[주식],KODEX K-로봇액티브,2022/11/15,iSelect K-로봇테마 지수,NH투자증권,주식
KR7401470000,401470,삼성 KODEX K-메타버스액티브증권상장지수투자신탁[주식],KODEX K-메타버스액티브,2021/10/13,FnGuide K-메타버스 지수,FnGuide,주식
KR7385520002,385520,삼성 KODEX K-미래차액티브증권상장지수투자신탁[주식],KODEX K-미래차액티브,2021/05/25,FnGuide K-미래차 지수,FnGuide,주식
KR7385510003,385510,삼성 KODEX K-신재생에너지액티브증권상장지수투자신탁[주식],KODEX K-신재생에너지액티브,2021/05/25,FnGuide K-신재생에너지 플러스 지수,FnGuide,주식
KR7373490002,373490,삼성 KODEX K-이노베이션액티브증권상장지수투자신탁[주식],KODEX K-이노베이션액티브,2020/12/24,FnGuide K-이노베이션 지수,FnGuide,주식
KR7445150006,445150,삼성 KODEX K-친환경선박액티브증권상장지수투자신탁[주식],KODEX K-친환경선박액티브,2022/11/15,FnGuide K-친환경 선박 지수,FnGuide,주식
KR7423160001,423160,삼성 KODEX KOFR금리액티브특별자산상장지수투자신탁[금리-파생형](합성),KODEX KOFR금리액티브(합성),2022/04/26,KOFR 지수,한국예탁결제원,기타
KR7306950007,306950,삼성 KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],KODEX KRX300레버리지,2018/10/16,KRX 300,KRX,주식
KR7292190006,292190,삼성 KODEX KRX300증권상장지수투자신탁[주식형],KODEX KRX300,2018/03/26,KRX 300,KRX,주식
KR7404260002,404260,삼성 KODEX KRX기후변화솔루션증권상장지수투자신탁[주식],KODEX KRX기후변화솔루션,2021/10/29,KRX 기후변화 솔루션지수,KRX,주식
KR7229720008,229720,삼성 KODEX KTOP30 증권상장지수투자신탁[주식],KODEX KTOP30,2015/10/14,KTOP 30,KRX,주식
KR7289040008,289040,삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],KODEX MSCI KOREA ESG유니버설,2018/02/07,MSCI Korea ESG Universal Capped Index,MSCI,주식
KR7156080004,156080,삼성 KODEX MSCI KOREA 증권상장지수투자신탁[주식],KODEX MSCI Korea,2012/04/30,MSCI Korea Index,MSCI,주식
KR7278540000,278540,삼성 KODEX MSCI Korea Total Return증권상장지수투자신탁[주식],KODEX MSCI Korea TR,2017/11/09,MSCI Korea TR Index,MSCI,주식
KR7275280006,275280,삼성 KODEX MSCI모멘텀증권상장지수투자신탁[주식형],KODEX MSCI모멘텀,2017/07/11,MSCI Korea IMI Momentum Capped,MSCI,주식
KR7275290005,275290,삼성 KODEX MSCI밸류증권상장지수투자신탁[주식형],KODEX MSCI밸류,2017/07/11,MSCI Korea IMI Enhanced Value Capped,MSCI,주식
KR7275300002,275300,삼성 KODEX MSCI퀄리티증권상장지수투자신탁[주식형],KODEX MSCI퀄리티,2017/07/11,MSCI Korea IMI Quality Capped,MSCI,주식
KR7269420006,269420,삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성),KODEX S&P글로벌인프라(합성),2017/05/16,S&P Global Infrastructure Index,S&P,주식
KR7291890002,291890,삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H),KODEX MSCI EM선물(H),2018/03/23,iEdge Emerging Markets Futures Index(ER),SGX(Singapore Exchange),주식
KR7433970001,433970,삼성 KODEX TDF2030액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2030액티브,2022/06/30,Samsung Korea Target Date 2030 Index (Price Return),S&P,혼합자산
KR7433980000,433980,삼성 KODEX TDF2040액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2040액티브,2022/06/30,Samsung Korea Target Date 2040 Index (Price Return),S&P,혼합자산
KR7434060000,434060,삼성 KODEX TDF2050액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2050액티브,2022/06/30,Samsung Korea Target Date 2050 Index (Price Return),S&P,혼합자산
KR7329650006,329650,삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합],KODEX TRF3070,2019/07/04,FnGuide TRF 3070 지수,FnGuide,혼합자산
KR7329660005,329660,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접],KODEX TRF5050,2019/07/04,FnGuide TRF 5050 지수,FnGuide,혼합자산
KR7329670004,329670,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접],KODEX TRF7030,2019/07/04,FnGuide TRF 7030 지수,FnGuide,혼합자산
KR7352540009,352540,삼성 KODEX TSE일본리츠부동산상장지수투자신탁[REITs-파생재간접형](H),KODEX TSE일본리츠(H),2020/05/13,Tokyo Stock Exchange REIT Index,TSE(Tokyo Stock Exchange),부동산
KR7315930008,315930,삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형],KODEX Top5PlusTR,2019/01/22,FnGuide TOP 5 Plus Total Return 지수,FnGuide,주식
KR7271050007,271050,삼성 KODEX WTI원유선물인버스특별자산상장지수투자신탁(원유-파생형)(H),KODEX WTI원유선물인버스(H),2017/06/13,S&P GSCI Crude Oil Index ER,S&P,원자재
KR7261220008,261220,삼성 KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H),KODEX WTI원유선물(H),2016/12/27,S&P GSCI Crude Oil Index ER,S&P,원자재
KR7300950003,300950,삼성 KODEX 게임산업증권상장지수투자신탁[주식],KODEX 게임산업,2018/07/24,FnGuide 게임 산업 지수,FnGuide,주식
KR7266390004,266390,삼성 KODEX 경기소비재증권상장지수투자신탁[주식형],KODEX 경기소비재,2017/03/28,KRX 경기소비재,KRX,주식
KR7279530000,279530,삼성 KODEX 고배당증권상장지수투자신탁[주식],KODEX 고배당,2017/10/17,FnGuide 고배당 Plus 지수,FnGuide,주식
KR7280940008,280940,삼성 KODEX 골드선물인버스특별자산상장지수투자신탁[금-파생형](H),KODEX 골드선물인버스(H),2017/11/09,S&P GSCI GOLD Index Excess Return,S&P,원자재
KR7132030008,132030,삼성 KODEX 골드선물특별자산상장지수투자신탁(금-파생형)(H),KODEX 골드선물(H),2010/10/01,S&P GSCI Gold Index(TR),S&P,원자재
KR7138910005,138910,삼성 KODEX 구리선물특별자산상장지수투자신탁(구리-파생형)(H),KODEX 구리선물(H),2011/03/15,S&P GSCI North American Copper Index(TR),S&P,원자재
KR7439870007,439870,삼성 KODEX 국고채30년액티브증권상장지수투자신탁[채권],KODEX 국고채30년액티브,2022/08/23,KAP 국고채 30년 총수익 지수,한국자산평가(KAP),채권
KR7114260003,114260,삼성 KODEX 국고채권 증권상장지수투자신탁[채권],KODEX 국고채3년,2009/07/29,MKF 국고채지수(총수익),FnGuide,채권
KR7292770005,292770,삼성 KODEX 국채선물3년인버스증권상장지수투자신탁[채권-파생형],KODEX 국채선물3년인버스,2018/04/13,국채선물지수,KRX,채권
KR7276990009,276990,삼성 KODEX 글로벌4차산업로보틱스증권상장지수투자신탁(주식-파생형)(합성),KODEX 글로벌4차산업로보틱스(합성),2017/08/17,ROBO Global Robotics & Automation UCITS Price Return Index,ROBO Global,주식
KR7102960002,102960,삼성 KODEX 기계장비증권상장지수투자신탁[주식],KODEX 기계장비,2008/05/29,KRX 기계장비,KRX,주식
KR7352560007,352560,삼성 KODEX 다우존스미국리츠부동산상장지수투자신탁[REITs-파생재간접형](H),KODEX 다우존스미국리츠(H),2020/05/13,Dow Jones U.S. Real Estate PR Index,S&P,부동산
KR7273140004,273140,삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁[채권],KODEX 단기변동금리부채권액티브,2017/06/29,KAP 단기변동금리부은행채권지수,한국자산평가(KAP),채권
KR7244620001,244620,삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식],KODEX 모멘텀Plus,2016/05/13,FnGuide 모멘텀 Plus 지수,FnGuide,주식
KR7428560007,428560,삼성 KODEX 미국ETF산업Top10 Indxx증권상장지수투자신탁[주식],KODEX 미국ETF산업Top10 Indxx,2022/05/17,Indxx US ETF Industry Top10 Index(Price Return),Indxx,주식
KR7314250002,314250,삼성 KODEX 미국FANG플러스증권상장지수투자신탁[주식-파생형](H),KODEX 미국FANG플러스(H),2019/01/10,NYSE FANG+TM Index,"ICE Data Indices, LLC",주식
KR7379800006,379800,삼성 KODEX 미국S&P500 Total Return증권상장지수투자신탁[주식],KODEX 미국S&P500TR,2021/04/09,S&P 500 Total Return Index,S&P,주식
KR7276970001,276970,삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국S&P500배당귀족커버드콜(합성 H),2017/08/10,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,S&P,주식
KR7200030005,200030,삼성 KODEX 미국S&P500산업재증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500산업재(합성),2014/06/12,S&P Select Sector Industrial Index,S&P,주식
KR7218420008,218420,삼성 KODEX 미국S&P500에너지증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500에너지(합성),2015/04/28,S&P Select Sector Energy Index,S&P,주식
KR7449180009,449180,삼성 KODEX 미국S&P500증권상장지수투자신탁[주식](H),KODEX 미국S&P500(H),2022/12/02,S&P 500,S&P,주식
KR7379810005,379810,삼성 KODEX 미국나스닥100 Total Return증권상장지수투자신탁[주식],KODEX 미국나스닥100TR,2021/04/09,NASDAQ-100 Total Return Index,NASDAQ,주식
KR7409820008,409820,삼성 KODEX 미국나스닥100레버리지증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국나스닥100레버리지(합성 H),2021/12/09,NASDAQ 100,NASDAQ,주식
KR7409810009,409810,삼성 KODEX 미국나스닥100선물인버스증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물인버스(H),2021/12/09,NASDAQ 100,NASDAQ,주식
KR7304940000,304940,삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물(H),2018/08/30,NASDAQ 100,NASDAQ,주식
KR7449190008,449190,삼성 KODEX 미국나스닥100증권상장지수투자신탁[주식](H),KODEX 미국나스닥100(H),2022/12/02,NASDAQ 100,NASDAQ,주식
KR7261250005,261250,삼성 KODEX 미국달러선물레버리지특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물레버리지,2016/12/27,미국달러선물지수,KRX,통화
KR7261260004,261260,삼성 KODEX 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물인버스2X,2016/12/27,미국달러선물지수,KRX,통화
KR7261270003,261270,삼성 KODEX 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물인버스,2016/12/27,미국달러선물지수,KRX,통화
KR7261240006,261240,삼성 KODEX 미국달러선물특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물,2016/12/27,미국달러선물지수,KRX,통화
KR7280930009,280930,삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H),KODEX 미국러셀2000(H),2017/11/09,FTSE Russell 2000 Index,FTSE,주식
KR7411420003,411420,삼성 KODEX 미국메타버스나스닥액티브증권상장지수투자신탁[주식],KODEX 미국메타버스나스닥액티브,2021/12/22,Nasdaq Yewno Metaverse Index (Price Return),NASDAQ,주식
KR7390390003,390390,삼성 KODEX 미국반도체MV증권상장지수투자신탁[주식],KODEX 미국반도체MV,2021/06/30,MVIS US Listed Semiconductor 25 Index,MVIS,주식
KR7441640000,441640,삼성 KODEX 미국배당프리미엄S&P액티브증권상장지수투자신탁[주식-파생형],KODEX 미국배당프리미엄액티브,2022/09/27,S&P 500,S&P,주식
KR7390400000,390400,삼성 KODEX 미국스마트모빌리티S&P증권상장지수투자신탁[주식],KODEX 미국스마트모빌리티S&P,2021/06/30,S&P Kensho Smart Transportation,S&P,주식
KR7437080005,437080,삼성 KODEX 미국종합채권SRI액티브증권상장지수투자신탁(H)[채권],KODEX 미국종합채권SRI액티브(H),2022/08/09,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),Bloomberg,채권
KR7308620004,308620,삼성 KODEX 미국채10년선물증권상장지수투자신탁[채권-파생형],KODEX 미국채10년선물,2018/10/19,S&P 10-Year U.S. Treasury Note Futures KRW(ER),S&P,채권
KR7304670003,304670,삼성 KODEX 미국채울트라30년선물인버스증권상장지수투자신탁[채권-파생형](H),KODEX 미국채울트라30년선물인버스(H),2018/09/12,S&P Ultra T-Bond Futures Index(ER),S&P,채권
KR7304660004,304660,삼성 KODEX 미국채울트라30년선물증권상장지수투자신탁[채권-파생형](H),KODEX 미국채울트라30년선물(H),2018/09/12,S&P Ultra T-Bond Futures Index(ER),S&P,채권
KR7419420005,419420,삼성 KODEX 미국클린에너지나스닥증권상장지수투자신탁[주식],KODEX 미국클린에너지나스닥,2022/03/22,Nasdaq Clean Edge Green Energy Index (Price Return),NASDAQ,주식
KR7266360007,266360,삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식),KODEX 미디어&엔터테인먼트,2017/03/28,KRX 미디어&엔터테인먼트,KRX,주식
